"ID","HistoricalID","FirstName","LastName","Name","Height","Weight","Age","BirthMonth","BirthDay","BirthYear","CurrentLeague","CurrentLeagueID","CurrentTeam","CurrentTeamID","ContractTeam","ContractTeamID","DlgTeam","DlgTeamID","Injury","TimeInjured","Inactive","PositionNumber","Experience","College","City","State","Greed","Happiness","Loyalty","Winner","InsideScoring","JumpShot","FreeThrowShot","ThreePointShot","Handling","Passing","OffensiveRebounding","DefensiveRebounding","PostDefense","PerimeterDefense","Stealing","ShotBlocking","Quickness","Strength","Stamina","Jumping","Pot_Inside","Pot_Jumpshot","Pot_FreeThrow","Pot_3pShot","Pot_Handling","Pot_Passing","Pot_ORebounding","Pot_DRebounding","Pot_PostDefense","Pot_PerimeterDefense","Pot_Stealing","Pot_Blocking","CurrentRating","FutureRating","OverallRating","OverallPotential","Championships","PlayerOfGame","PlayerOfWeek","PlayerOfMonth","Contract1","Contract2","Contract3","Contract4","Contract5","Contract6","Contract7","Contract8","OptionType1","OptionType2","OptionType3","OptionType4","OptionType5","OptionType6","OptionType7","OptionType8","BirdYears"
"235","","Jaime","Warren","Jaime Warren","77","213","33","8","3","1983","USDL","1","FA","-1","FA","-1","N/A","0","Concussion","0","True","4","10","Auburn","Byram","MS","83","28","40","32","5","9","36","13","10","1","5","18","8","26","16","20","66","27","80","22","F","F","C","F","F","F","F","D","F","D","D","D","F","F","31","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236","","Jamar","Moore","Jamar Moore","77","214","28","6","26","1988","USDL","1","Fort Wayne","8","Fort Wayne","8","N/A","0","","0","False","4","9","Albany","New York","NY","1","3","45","20","19","17","44","14","37","6","5","16","9","68","34","29","76","39","63","34","D","F","C","F","C","F","F","F","F","B","D","D","F","D","56","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","","Fiorenzo","Perotti","Fiorenzo Perotti","77","176","24","4","30","1992","USDL","1","Fort Wayne","8","Fort Wayne","8","N/A","0","Broken Finger","0","False","3","2","None","Marino","Italy","39","10","1","19","14","42","79","1","8","17","9","5","6","5","12","18","80","69","99","74","F","B","B","F","F","F","F","F","F","F","F","D","F","D","51","61","0","2","0","0","36860","40049","43238","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"238","","Joshua","Jones","Joshua Jones","80","212","24","8","9","1992","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","Jammed Finger","0","False","3","4","Furman","Atlanta","GA","94","2","97","17","3","28","75","23","16","3","5","15","7","41","7","4","59","57","46","44","F","C","B","C","D","F","F","D","F","B","F","F","F","D","46","63","0","0","0","0","17002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"239","","Severino","Nadol","Severino Nadol","73","199","28","4","14","1989","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","4","7","Illinois","North Arlington","NJ","37","65","30","69","9","14","39","17","36","15","6","13","7","15","20","7","68","60","72","48","F","F","C","D","C","F","F","F","F","D","D","F","F","F","33","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"240","","John","Nevels","John Nevels","78","213","28","3","15","1989","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","4","9","Creighton","Omaha","NE","5","40","76","7","9","22","52","27","37","10","11","16","9","7","9","7","53","44","54","28","F","D","C","D","C","F","F","F","F","F","F","F","F","F","37","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","","Jamie","McCullum","Jamie McCullum","77","183","33","2","23","1984","USDL","1","Los Angeles","11","Los Angeles","11","N/A","0","","0","False","4","12","Gonzaga","Union Hill-Novelty Hill","WA","2","44","94","88","3","33","62","34","22","13","14","19","8","40","14","6","68","44","63","46","F","D","B","D","D","F","F","D","F","C","F","F","F","F","51","52","0","2","0","0","23800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"242","","Zackary","Lemons","Zackary Lemons","77","231","20","8","20","1996","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","4","1","Pittsburgh","New York","NY","5","45","44","63","19","14","45","7","12","10","5","9","7","11","10","0","55","47","55","30","D","D","C","F","F","F","F","F","F","F","D","F","F","F","28","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"243","","Andrew","Merritt","Andrew Merritt","76","206","27","1","3","1990","USDL","1","Canton","6","Canton","6","N/A","0","Broken Finger","0","False","4","5","None","Ettrick","VA","50","2","79","39","15","39","76","14","22","6","5","5","2","9","35","2","75","55","83","32","F","D","B","F","D","F","F","F","F","F","D","F","F","F","43","44","0","2","0","0","82988","86246","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"244","","Lewis","Miller","Lewis Miller","74","187","26","6","3","1990","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","4","5","Oklahoma","Owasso","OK","4","4","64","50","7","50","71","30","3","6","7","16","6","11","22","12","57","57","48","38","F","C","A","D","F","F","F","F","F","F","D","F","F","F","34","35","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"245","","Raymond","Lilley","Raymond Lilley","80","211","26","1","10","1991","USDL","1","Iowa","10","Iowa","10","N/A","0","Sprained Knee","3","False","3","5","Tulsa","Tulsa","OK","1","44","2","26","18","23","71","35","50","15","4","18","24","29","11","6","81","52","80","33","D","D","B","C","C","D","F","D","D","C","F","F","D","C","62","84","0","7","0","0","197665","206342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"246","","Chris","McKenzie","Chris McKenzie","77","218","22","3","20","1995","USDL","1","Westchester","22","Westchester","22","N/A","0","","0","False","5","1","None","Montgomery Village","MD","84","32","57","20","3","41","58","27","28","8","2","4","18","5","21","16","65","48","44","46","F","C","B","C","C","F","F","F","D","F","D","D","F","F","43","51","0","3","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","","Regimantas","Nauiokas","Regimantas Nauiokas","77","200","36","7","2","1980","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","Broken Jaw","0","False","4","16","None","Klaipeda","Lithuania","47","32","83","26","36","28","63","21","58","30","0","8","19","36","22","6","66","51","95","48","D","D","B","D","B","D","F","F","D","D","D","F","D","D","63","66","0","9","1","0","350000","378000","406000","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"248","","Carl","Martin","Carl Martin","77","227","32","1","19","1985","USDL","1","Iowa","10","Iowa","10","N/A","0","Severe Migraines","0","False","4","8","Coastal Carolina","North Miami Beach","FL","6","37","23","92","13","23","43","10","43","2","24","9","11","37","33","15","88","66","90","27","F","D","C","F","C","F","D","F","F","D","D","F","F","F","50","53","0","6","0","0","184299","202729","221159","239589","0","0","0","0","0","0","0","0","0","0","0","0","0"
"249","","Gregory","Riojas","Gregory Riojas","79","207","28","12","15","1988","USDL","1","Idaho","9","Idaho","9","N/A","0","Sprained Ankle","0","False","3","8","None","Sydney","Australia","80","32","4","93","41","51","45","10","35","14","2","9","14","18","16","1","74","35","71","25","C","C","C","F","D","F","F","F","F","F","F","F","D","D","60","62","0","8","0","0","245159","266257","287356","308454","0","0","0","0","0","0","0","0","0","0","0","0","1"
"250","","Douglas","Rohde","Douglas Rohde","77","188","23","4","15","1993","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","","0","True","4","1","Texas","Mesquite","TX","26","2","42","41","3","12","44","17","31","17","1","3","4","21","28","4","79","28","83","64","F","D","C","D","C","D","F","F","F","D","C","F","F","F","41","57","0","0","0","0","8335","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"251","","Herbert","Davis","Herbert Davis","80","192","20","12","21","1996","USDL","1","Delaware","18","Delaware","18","N/A","0","","0","True","3","1","None","Philadelphia","PA","6","64","88","95","35","17","62","9","13","1","3","6","3","15","1","1","65","42","34","49","B","D","B","D","D","F","F","F","F","D","F","F","F","D","39","64","0","2","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"252","","Mitch","Rodriguez","Mitch Rodriguez","78","208","28","3","19","1989","USDL","1","Rio Grand Valley","14","Rio Grand Valley","14","N/A","0","Sprained Knee","6","False","3","6","Bradley","Edina","MN","31","32","59","15","17","39","62","22","27","19","5","6","4","6","49","10","57","41","57","28","D","C","B","D","D","D","F","F","F","F","C","F","F","F","46","55","0","4","0","0","61364","63247","65130","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"253","","Patrick","Johnson","Patrick Johnson","78","189","25","8","5","1991","USDL","1","Maine","12","Maine","12","N/A","0","","0","False","4","3","Vanderbilt","Huber Heights","OH","73","9","52","73","6","46","70","10","13","8","5","2","10","18","23","4","53","44","73","19","F","C","A","F","F","F","F","F","F","F","D","F","F","F","37","40","0","0","0","0","12900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"254","","Harold","Benson","Harold Benson","77","184","24","7","8","1992","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","4","3","Maryland","Lorain","OH","38","61","73","29","9","13","49","7","10","5","7","10","1","5","13","0","55","68","54","28","D","D","C","F","D","F","F","F","F","F","D","F","F","F","25","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"255","","Marvin","Johnson","Marvin Johnson","74","160","21","3","14","1996","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","5","0","Syracuse","New Britain","CT","10","36","61","56","9","4","30","4","20","9","2","6","4","36","10","3","74","34","62","28","F","F","D","F","D","F","F","F","F","C","F","F","F","F","27","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"256","","Anastas","Sotomayor","Anastas Sotomayor","77","215","25","3","30","1992","USDL","1","Maine","12","Maine","12","N/A","0","Sprained Ankle","0","False","3","4","Stanford","San Francisco","CA","75","18","56","34","14","39","50","23","5","7","9","5","26","18","24","5","68","73","80","28","D","B","C","D","F","F","F","F","D","D","D","F","F","D","51","73","0","3","0","0","39239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"257","","Buster","Daniel","Buster Daniel","77","208","28","5","17","1988","USDL","1","Los Angeles","11","Los Angeles","11","N/A","0","Stress Fracture","0","False","4","5","Massachusetts","Taylor","MI","8","36","86","88","25","53","63","7","27","2","1","10","2","28","10","4","90","44","97","75","D","C","B","F","D","F","F","F","F","D","F","F","D","D","64","67","0","11","2","0","219781","247254","274726","302199","329672","0","0","0","0","0","0","0","0","0","0","0","0"
"258","","Jerry","Stein","Jerry Stein","80","222","34","3","20","1983","USDL","1","FA","-1","FA","-1","N/A","0","","0","False","4","11","San Francisco","Modesto","CA","98","24","54","67","17","37","59","14","40","14","9","10","2","10","39","4","55","55","34","15","F","D","B","F","C","F","F","F","F","F","C","F","F","F","37","39","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"259","","Orlando","Monge","Orlando Monge","77","196","32","3","30","1985","USDL","1","Toronto","21","Toronto","21","N/A","0","","0","False","3","10","Maryland","Wheaton-Glenmont","MD","66","32","92","58","6","76","88","29","28","11","31","20","25","18","31","3","65","55","74","37","F","B","A","D","D","F","D","D","D","F","D","F","D","D","61","64","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"260","","Aron","Behling","Aron Behling","78","193","25","10","25","1991","USDL","1","Los Angeles","11","Los Angeles","11","N/A","0","","0","False","3","4","Texas-San Antonio","Eldorado","TX","59","2","78","8","9","14","44","28","18","17","15","4","9","18","7","6","71","67","70","66","F","F","C","D","D","D","F","F","F","D","F","F","F","F","50","56","0","4","1","0","39239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"261","","David","Nelson","David Nelson","83","227","22","1","24","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","2","0","Tennessee Tech","Gainesville","FL","51","49","90","62","1","18","45","33","18","8","9","20","10","9","1","13","16","64","28","20","F","D","C","C","D","F","F","C","F","F","F","D","F","F","31","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"262","","Russ","Callahan","Russ Callahan","77","230","29","7","15","1987","USDL","1","Sioux Falls","16","Sioux Falls","16","N/A","0","Concussion","0","False","4","9","Oregon","Corvallis","OR","2","36","87","47","10","66","71","66","33","5","6","13","2","45","6","4","82","71","70","32","F","B","B","B","D","F","F","F","F","C","F","F","C","C","81","90","0","16","2","0","300000","311085","322169","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"263","","Gary","Goodrich","Gary Goodrich","78","203","22","4","15","1994","USDL","1","Oklahoma City","20","Oklahoma City","20","N/A","0","","0","False","4","1","New Mexico State","Santa Fe","NM","44","2","94","3","13","21","75","0","19","2","11","17","8","37","9","1","56","54","79","47","D","C","B","F","D","F","F","D","F","B","D","F","F","D","40","60","0","0","0","0","8335","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"264","","Demetrius","Durkin","Demetrius Durkin","87","228","19","2","27","1998","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","1","0","UNLV","Ogden","UT","12","75","10","36","5","8","41","0","20","0","14","16","24","1","9","18","6","47","33","32","F","F","C","F","D","F","D","D","C","F","F","D","F","F","34","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"265","","Kirk","Rodriguez","Kirk Rodriguez","77","196","23","7","16","1993","USDL","1","Maine","12","Maine","12","N/A","0","Broken Foot","0","False","3","2","Texas","Arlington","TX","59","59","89","91","6","62","68","11","31","13","4","5","6","22","21","1","64","37","74","17","F","B","B","F","C","F","F","F","F","D","D","F","F","F","43","56","0","4","0","0","14727","16568","18409","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"266","","Charles","Baker","Charles Baker","75","195","29","8","7","1987","USDL","1","Bakersfield","5","Bakersfield","5","N/A","0","","0","False","3","9","Houston","Dallas","TX","30","36","36","86","8","42","50","20","25","8","3","6","13","16","31","13","84","31","89","84","F","C","C","D","D","F","F","F","F","F","D","F","F","F","51","54","0","4","1","0","175382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"267","","Ralph","Davis","Ralph Davis","74","224","31","1","26","1986","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","4","12","Kent State","Ephrata","PA","28","67","2","63","36","30","62","0","18","4","8","40","8","14","22","25","58","58","43","37","D","D","B","F","F","F","F","C","F","F","D","D","F","F","34","36","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"268","","Ulysses","Moore","Ulysses Moore","79","224","31","8","11","1985","USDL","1","Maine","12","Maine","12","N/A","0","Torn Ligament","0","False","4","10","Eastern Washington","Kent","WA","93","27","77","95","5","13","44","29","37","7","15","5","3","25","54","8","84","23","92","55","F","F","C","D","C","F","F","F","F","D","C","F","F","F","53","56","0","6","0","0","206677","227345","248012","268680","289348","310016","0","0","0","0","0","0","0","0","0","0","7"
"269","","Derek","Canada","Derek Canada","78","218","24","12","6","1992","USDL","1","Reno","13","Reno","13","N/A","0","Stiff Neck","0","False","4","1","Duke","Auburn Hills","MI","38","33","75","2","32","29","52","5","8","7","11","5","1","35","28","4","76","32","94","67","C","C","C","F","F","D","F","F","F","C","C","F","F","D","57","77","0","5","0","0","32203","34815","37427","40039","0","0","0","0","0","0","0","0","0","0","0","0","0"
"270","","William","Campbell","William Campbell","77","194","30","12","8","1986","USDL","1","Rio Grand Valley","14","Rio Grand Valley","14","N/A","0","Broken Foot","0","False","4","9","None","New York","NY","43","30","37","73","16","14","37","33","14","14","22","0","7","52","17","3","70","25","72","85","D","F","C","D","F","F","D","F","F","C","F","F","F","F","55","58","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"271","","John","Collins","John Collins","74","222","20","7","28","1996","USDL","1","Santa Cruz","15","Santa Cruz","15","N/A","0","Stress Fracture","0","False","5","1","Syracuse","Allentown","PA","19","39","82","7","37","18","44","13","11","16","2","5","10","30","20","8","77","40","94","55","D","D","C","F","F","F","F","F","F","D","D","F","F","F","46","48","0","7","0","0","16598","18673","20748","22822","0","0","0","0","0","0","0","0","0","0","0","0","0"
"272","","Marvin","Williams","Marvin Williams","76","226","31","7","1","1985","USDL","1","Fort Wayne","8","Fort Wayne","8","N/A","0","Groin Pull","0","False","4","12","New Orleans","Chalmette","LA","56","26","58","22","48","14","42","30","5","16","9","50","10","15","5","30","78","45","96","59","C","F","C","D","F","F","F","C","F","F","F","D","D","D","61","65","0","15","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"273","","Malcolm","Tyson","Malcolm Tyson","76","190","26","6","3","1990","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","4","7","Texas","Irving","TX","33","46","48","90","3","37","50","5","20","8","1","11","7","40","10","10","58","72","80","19","F","D","C","F","D","F","F","F","F","C","F","F","F","F","35","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"274","","Omar","Chase","Omar Chase","77","210","21","12","9","1995","USDL","1","Grand Rapids","19","Grand Rapids","19","N/A","0","","0","True","4","0","Missouri State","Kansas City","MO","5","60","20","78","4","24","38","0","26","16","9","5","2","16","27","7","57","73","39","29","F","C","D","F","C","D","F","F","F","D","C","F","F","F","28","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"275","","Truman","Beasley","Truman Beasley","79","228","26","10","21","1990","USDL","1","Canton","6","Canton","6","N/A","0","Bulging Disc","0","False","3","4","Brigham Young","Porterville","CA","25","15","46","48","11","47","82","42","53","15","1","12","5","7","7","8","60","45","65","31","F","C","A","C","C","F","F","F","F","F","F","F","F","F","52","56","0","8","0","0","65229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"276","","Tad","Lamontagne","Tad Lamontagne","76","207","23","1","27","1994","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","4","1","Hawaii","Honolulu","HI","2","33","64","7","7","11","42","14","35","12","7","18","5","35","3","4","55","64","34","38","F","D","C","D","C","D","F","D","F","C","F","F","F","F","30","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"277","","Andrew","Tupper","Andrew Tupper","76","192","29","4","29","1987","USDL","1","Fort Wayne","8","Fort Wayne","8","N/A","0","","0","False","3","8","North Texas","Milwaukee","WI","93","12","1","86","8","31","63","21","19","11","13","8","11","7","12","0","75","41","94","48","F","D","B","D","F","F","F","F","F","F","F","F","F","F","43","44","0","6","0","0","73636","74153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"278","","Caleb","Carpio","Caleb Carpio","72","194","29","3","27","1988","USDL","1","FA","-1","FA","-1","N/A","0","Broken Foot","0","False","4","6","Bradley","Detroit","MI","5","22","29","77","24","48","68","20","10","5","15","16","1","48","25","9","66","25","50","29","D","C","B","D","F","F","F","F","F","C","D","F","F","F","38","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"279","","Kris","Wessel","Kris Wessel","78","196","30","1","26","1987","USDL","1","Delaware","18","Delaware","18","N/A","0","Broken Arm","0","False","4","9","Syracuse","New York","NY","92","46","5","36","24","50","69","26","36","11","6","5","5","53","77","7","72","42","65","36","D","C","A","D","C","F","F","F","F","B","A","F","D","D","70","76","0","24","2","0","300000","324000","348000","372000","396000","420000","0","0","0","0","0","0","0","0","0","0","0"
"280","","Charles","Houston","Charles Houston","74","179","20","7","13","1996","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","5","0","Wisconsin","Midland","MI","88","89","23","90","6","39","84","10","11","14","0","1","1","21","21","1","74","11","64","31","F","B","A","D","F","D","F","F","F","C","C","F","F","F","33","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"281","","Brian","Bowman","Brian Bowman","80","225","20","6","13","1996","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","2","0","New Mexico State","Meeker","CO","56","62","68","97","5","5","35","8","12","7","41","33","10","1","1","2","33","61","36","39","F","F","D","F","F","F","C","D","F","F","F","F","F","F","35","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"282","","Carroll","Hefner","Carroll Hefner","75","195","31","8","27","1985","USDL","1","Erie","7","Erie","7","N/A","0","","0","False","5","8","Saint Mary's","Ridgecrest","CA","50","50","14","7","21","51","78","21","17","19","1","23","8","15","34","3","61","52","34","58","D","C","A","D","D","F","F","D","F","F","D","F","F","F","46","49","0","9","3","0","120393","132432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"292","","Larry","Wilson","Larry Wilson","78","175","34","4","7","1983","USDL","1","Westchester","22","Westchester","22","N/A","0","Bruised Hip","0","False","4","12","Illinois State","Nowata","OK","45","23","48","97","22","43","67","31","52","9","4","19","3","53","3","4","63","44","56","30","D","C","A","D","C","F","F","D","F","C","F","F","F","D","57","61","0","4","0","0","276730","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"293","","Darrin","Jackson","Darrin Jackson","75","173","21","1","22","1996","USDL","1","Erie","7","Erie","7","N/A","0","Sprained Knee","7","False","5","1","Campbell","Colona","IL","64","38","46","37","7","59","44","11","21","24","7","6","8","28","9","24","86","54","60","87","F","B","C","F","D","D","F","F","D","D","F","D","F","D","53","65","0","10","2","0","29230","32153","35076","37999","0","0","0","0","0","0","0","0","0","0","0","0","0"
"294","","Emmett","James","Emmett James","73","207","32","7","23","1984","USDL","1","Idaho","9","Idaho","9","N/A","0","","0","False","4","10","Morehead State","Olney","IL","47","37","19","36","34","43","52","28","37","8","5","26","12","8","17","11","74","56","69","31","D","C","C","D","D","F","F","D","F","F","D","F","F","F","44","47","0","6","0","0","88923","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"295","","Israel","Smith","Israel Smith","74","178","21","1","6","1996","USDL","1","Santa Cruz","15","Santa Cruz","15","N/A","0","","0","False","4","1","Winthrop","Cleveland","OH","83","2","13","55","20","49","43","11","17","31","3","1","6","30","9","9","73","44","61","18","C","B","C","F","D","C","F","F","F","C","F","F","F","D","42","60","0","0","0","0","7600","11100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"296","","Wu","Xú","Wu Xú","72","173","31","12","18","1985","USDL","1","Los Angeles","11","Los Angeles","11","N/A","0","Sprained Knee","0","False","5","11","None","Shanghai","China","89","13","88","68","35","44","68","0","34","6","3","12","4","25","62","9","82","52","59","82","C","C","B","F","D","F","F","F","F","D","B","F","F","F","55","59","0","31","11","3","247316","278230","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"297","","Harold","Schaub","Harold Schaub","74","177","28","12","4","1988","USDL","1","Toronto","21","Toronto","21","N/A","0","Broken Ankle","0","False","5","4","San Diego State","Florence-Graham","CA","20","20","42","64","15","39","77","11","46","15","11","14","1","48","26","1","94","40","99","47","D","C","A","F","B","F","F","F","F","C","D","F","F","D","55","66","1","5","0","0","54647","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"298","","Richard","Perez","Richard Perez","72","209","35","10","20","1981","USDL","1","FA","-1","FA","-1","N/A","0","Scratched Cornea","0","False","5","12","None","Buechel","KY","58","2","29","77","28","22","42","13","53","28","5","3","12","8","26","8","60","29","56","29","D","D","C","F","C","D","F","F","F","F","D","F","F","F","39","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"299","","Morgan","Collins","Morgan Collins","75","214","30","11","15","1986","USDL","1","FA","-1","FA","-1","N/A","0","","0","True","5","9","Cal State Fullerton","Oakdale","CA","34","28","21","37","10","31","59","5","43","19","9","4","4","18","16","3","77","30","57","52","F","D","B","F","C","D","F","F","F","F","F","F","F","F","40","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"309","","Alfonso","Burke","Alfonso Burke","84","235","22","2","18","1995","USDL","1","Draft","-2","Draft","-2","N/A","0","","0","False","1","0","Nebraska","Eufaula","OK","85","27","5","26","23","38","36","0","16","21","41","40","35","9","3","44","29","79","60","63","D","C","D","F","D","D","C","C","D","F","F","C","D","D","69","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"310","","Troy","Taylor","Troy Taylor","75","177","23","7","25","1993","USDL","1","Fort Wayne","8","Fort Wayne","8","N/A","0","Dislocated Shoulder","0","False","5","1","Utah","El Monte","CA","3","47","94","12","14","28","65","10","13","43","6","13","4","60","38","8","75","38","49","48","F","D","B","F","D","C","F","D","F","B","C","F","F","D","54","67","0","6","0","0","23781","25254","26726","28199","0","0","0","0","0","0","0","0","0","0","0","0","0"
"311","","John","Doggett","John Doggett","71","159","34","12","24","1982","USDL","1","FA","-1","FA","-1","N/A","0","","0","False","5","14","Oklahoma","Stillwater","OK","10","32","27","13","18","18","39","8","57","41","14","6","18","15","16","8","60","39","47","22","D","F","C","F","B","C","F","F","D","F","F","F","F","F","38","41","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"312","","Abram","Parker","Abram Parker","75","190","34","4","23","1982","USDL","1","Oklahoma City","20","Oklahoma City","20","N/A","0","Torn Abdominal Muscle","0","False","5","12","Ohio","Norfolk","VA","28","22","13","40","7","60","75","15","20","6","10","9","9","30","31","5","94","42","67","25","F","B","A","F","D","F","F","F","F","D","D","F","F","F","48","53","0","5","0","0","166467","172111","177756","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"313","","Jarrett","Unruh","Jarrett Unruh","73","177","43","12","18","1973","USDL","1","Reno","13","Reno","13","N/A","0","Broken Finger","0","False","5","24","Oklahoma","Lubbock","TX","87","14","13","3","44","34","62","41","36","48","3","8","2","26","22","0","72","37","39","38","C","D","B","C","D","C","F","F","F","D","D","F","F","D","59","62","0","8","0","0","276730","292142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"314","","Demarcus","Whittaker","Demarcus Whittaker","76","184","36","8","17","1980","USDL","1","Maine","12","Maine","12","N/A","0","Fractured Nose","0","False","5","17","Syracuse","Woodland","CA","80","47","3","11","27","41","75","0","42","23","3","21","11","20","10","8","67","36","83","49","D","C","B","F","C","D","F","D","F","D","F","F","F","F","50","54","0","7","1","0","166467","187275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"315","","Chus","Guillen","Chus Guillen","79","216","28","7","15","1988","USDL","1","Westchester","22","Westchester","22","N/A","0","Torn Abdominal Muscle","0","False","3","8","Southern California","Los Angeles","CA","29","34","3","55","6","45","66","8","24","32","5","5","3","15","27","14","83","40","83","44","F","C","B","F","D","D","F","F","F","F","D","F","F","F","52","54","0","4","0","0","184299","191590","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"316","","Neal","Ramos","Neal Ramos","71","160","20","9","26","1996","USDL","1","Texas","17","Texas","17","N/A","0","","0","False","5","1","Richmond","Hudson","MA","48","32","29","8","26","36","53","18","16","8","20","16","10","44","14","0","87","44","95","51","D","C","C","D","F","F","D","D","F","B","F","F","F","F","50","59","0","7","0","0","20065","21305","22545","23785","0","0","0","0","0","0","0","0","0","0","0","0","0"
"283","","Chris","Lamothe","Chris Lamothe","78","184","23","2","11","1994","USDL","1","Texas","17","Texas","17","N/A","0","Ruptured Disc","0","False","4","1","Oklahoma","Tulsa","OK","39","32","25","34","16","19","46","6","18","10","7","23","2","24","2","4","83","67","96","46","D","D","C","F","D","D","F","C","F","C","F","F","F","D","47","69","0","6","0","0","14820","15031","15242","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
